entity_type,entity_id,module,is_cmd_true_target,batch,cell_line,replicate,potency
gene,GENE_0429,1,0,4,1,0,0.6278916672651146
gene,GENE_0429,1,0,0,1,1,0.756483410231086
gene,GENE_0429,1,0,4,1,2,0.7824203137357116
gene,GENE_0429,1,0,5,1,3,0.7331304568915518
gene,GENE_0429,1,0,0,2,0,0.7422918716641229
gene,GENE_0429,1,0,1,2,1,0.8489770091079658
gene,GENE_0429,1,0,4,2,2,0.6845328051307418
gene,GENE_0429,1,0,5,2,3,0.73215030163029
gene,GENE_0430,4,0,4,0,0,0.6009098112495148
gene,GENE_0430,4,0,1,0,1,0.6416288705059107
gene,GENE_0430,4,0,0,0,2,0.6005287189097355
gene,GENE_0430,4,0,3,0,3,0.5374530640238654
gene,GENE_0430,4,0,5,1,0,0.5269326254709106
gene,GENE_0430,4,0,3,1,1,0.5000698798097971
gene,GENE_0430,4,0,3,1,2,0.39740454495447425
gene,GENE_0430,4,0,3,1,3,0.5587140927653751
gene,GENE_0430,4,0,3,2,0,0.47128508078839704
gene,GENE_0430,4,0,1,2,1,0.4403357953736601
gene,GENE_0430,4,0,5,2,2,0.4928659423257154
gene,GENE_0430,4,0,2,2,3,0.5247215995902147
gene,GENE_0431,0,0,3,0,0,0.7654545296578426
gene,GENE_0431,0,0,4,0,1,0.864272633954156
gene,GENE_0431,0,0,4,0,2,0.722772358234228
gene,GENE_0431,0,0,5,0,3,0.7394323378600468
gene,GENE_0431,0,0,0,1,0,0.8649023251966527
gene,GENE_0431,0,0,3,1,1,0.8499920172011921
gene,GENE_0431,0,0,1,1,2,0.7485221454733337
gene,GENE_0431,0,0,2,1,3,0.7441576723658103
gene,GENE_0431,0,0,5,2,0,0.8214228153176311
gene,GENE_0431,0,0,5,2,1,0.8851817194405402
gene,GENE_0431,0,0,5,2,2,0.7918131952870605
gene,GENE_0431,0,0,3,2,3,0.81846504961334
gene,GENE_0432,3,0,0,0,0,0.5609954860489346
gene,GENE_0432,3,0,2,0,1,0.6122124705335587
gene,GENE_0432,3,0,4,0,2,0.5710592347584311
gene,GENE_0432,3,0,4,0,3,0.6066536414374112
gene,GENE_0432,3,0,4,1,0,0.5281188347645028
gene,GENE_0432,3,0,5,1,1,0.50563235161497
gene,GENE_0432,3,0,3,1,2,0.7088485072981885
gene,GENE_0432,3,0,3,1,3,0.6755854346384403
gene,GENE_0432,3,0,2,2,0,0.5474511261733833
gene,GENE_0432,3,0,4,2,1,0.5568150913457006
gene,GENE_0432,3,0,4,2,2,0.5584651891077791
gene,GENE_0432,3,0,5,2,3,0.5685552163275044
gene,GENE_0433,1,0,3,0,0,0.8064586916003751
gene,GENE_0433,1,0,0,0,1,0.8386313918626339
gene,GENE_0433,1,0,3,0,2,0.6423348900104413
gene,GENE_0433,1,0,4,0,3,0.6557646745395292
gene,GENE_0433,1,0,2,1,0,0.5749453467811884
gene,GENE_0433,1,0,3,1,1,0.6409074601693021
gene,GENE_0433,1,0,2,1,2,0.6280265868870287
gene,GENE_0433,1,0,2,1,3,0.5826291851137231
gene,GENE_0433,1,0,4,2,0,0.6658803365990383
gene,GENE_0433,1,0,1,2,1,0.6729317048921993
gene,GENE_0433,1,0,1,2,2,0.6113352460396777
gene,GENE_0433,1,0,4,2,3,0.8240865410439855
gene,GENE_0434,6,0,2,0,0,0.24007653778317453
gene,GENE_0434,6,0,3,0,1,0.2730821782399046
gene,GENE_0434,6,0,4,0,2,0.17441252120494147
gene,GENE_0434,6,0,1,0,3,0.32521946315530403
gene,GENE_0434,6,0,2,1,0,0.1838847298559694
gene,GENE_0434,6,0,5,1,1,0.2623904140381252
gene,GENE_0434,6,0,1,1,2,0.19585698282058145
gene,GENE_0434,6,0,3,1,3,0.20043559880867096
gene,GENE_0434,6,0,4,2,0,0.22612521747938674
gene,GENE_0434,6,0,1,2,1,0.12848963884777925
gene,GENE_0434,6,0,4,2,2,0.34996050646266214
gene,GENE_0434,6,0,2,2,3,0.25848374482152986
gene,GENE_0435,2,0,5,0,0,0.4893363888751029
gene,GENE_0435,2,0,1,0,1,0.5492362800405565
gene,GENE_0435,2,0,3,0,2,0.42781720464863254
gene,GENE_0435,2,0,4,0,3,0.48722536527953036
gene,GENE_0435,2,0,5,1,0,0.29570591604896046
gene,GENE_0435,2,0,3,1,1,0.5798651226971858
gene,GENE_0435,2,0,2,1,2,0.25582692350977726
gene,GENE_0435,2,0,5,1,3,0.3154760747559086
gene,GENE_0435,2,0,4,2,0,0.499426922053777
gene,GENE_0435,2,0,5,2,1,0.3087010375227487
gene,GENE_0435,2,0,0,2,2,0.350010818163875
gene,GENE_0435,2,0,5,2,3,0.3303968634596198
gene,GENE_0436,6,0,1,0,0,0.18324880666589588
gene,GENE_0436,6,0,0,0,1,0.2829423438968075
gene,GENE_0436,6,0,1,0,2,0.27500713128920484
gene,GENE_0436,6,0,1,0,3,0.38890173392871946
gene,GENE_0436,6,0,0,1,0,0.26394840937139974
gene,GENE_0436,6,0,2,1,1,0.3142338027153746
gene,GENE_0436,6,0,4,1,2,0.2971980679339659
gene,GENE_0436,6,0,0,1,3,0.33066752576487957
gene,GENE_0436,6,0,2,2,0,0.31690422617318587
gene,GENE_0436,6,0,3,2,1,0.1704916186809956
gene,GENE_0436,6,0,0,2,2,0.25532244775310164
gene,GENE_0436,6,0,0,2,3,0.25200650017458975
gene,GENE_0437,1,1,3,0,0,1.2462908051906907
gene,GENE_0437,1,1,0,0,1,1.2888192671624648
gene,GENE_0437,1,1,0,0,2,1.392586522716745
gene,GENE_0437,1,1,4,0,3,1.3123890892455892
gene,GENE_0437,1,1,4,1,0,1.288611128013777
gene,GENE_0437,1,1,2,1,1,1.305571636418261
gene,GENE_0437,1,1,0,1,2,1.3077892670996727
gene,GENE_0437,1,1,3,1,3,1.4145443265924307
gene,GENE_0437,1,1,0,2,0,1.226416367735127
gene,GENE_0437,1,1,1,2,1,1.2556148603341788
gene,GENE_0437,1,1,0,2,2,1.1986570579092388
gene,GENE_0437,1,1,0,2,3,1.339320328924886
gene,GENE_0438,3,0,5,0,0,0.9921701232783343
gene,GENE_0438,3,0,5,0,1,0.9336356825952725
gene,GENE_0438,3,0,0,0,2,0.9795759383877076
gene,GENE_0438,3,0,1,0,3,1.1942325691496218
gene,GENE_0438,3,0,4,1,0,0.9603351116988174
gene,GENE_0438,3,0,5,1,1,1.0427823656215522
gene,GENE_0438,3,0,3,1,2,0.9368043631418117
gene,GENE_0438,3,0,1,1,3,0.9208171670600666
gene,GENE_0438,3,0,0,2,0,1.044005949558566
gene,GENE_0438,3,0,3,2,1,0.9503451568289206
gene,GENE_0438,3,0,0,2,2,1.0699558002198437
gene,GENE_0438,3,0,1,2,3,0.968765376211389
gene,GENE_0439,1,0,1,0,0,0.11876882851428848
gene,GENE_0439,1,0,5,0,1,0.19116042145520565
gene,GENE_0439,1,0,5,0,2,0.19722441752630301
gene,GENE_0439,1,0,4,0,3,0.20949964905521576
gene,GENE_0439,1,0,0,1,0,0.26623026843821357
gene,GENE_0439,1,0,1,1,1,0.31403470807227174
gene,GENE_0439,1,0,0,1,2,0.2088232071636915
gene,GENE_0439,1,0,2,1,3,0.19759997989336603
gene,GENE_0439,1,0,1,2,0,0.2778194870347269
gene,GENE_0439,1,0,0,2,1,0.21905026085745405
gene,GENE_0439,1,0,1,2,2,0.1816389277862003
gene,GENE_0439,1,0,4,2,3,0.11034531246918405
gene,GENE_0440,6,0,3,0,0,0.16142427387112684
gene,GENE_0440,6,0,4,0,1,0.2505709530816583
gene,GENE_0440,6,0,4,0,2,0.2514591379550606
gene,GENE_0440,6,0,2,0,3,0.23071622562522753
gene,GENE_0440,6,0,3,1,0,0.2998965106144388
gene,GENE_0440,6,0,3,1,1,0.24556519810441504
gene,GENE_0440,6,0,0,1,2,0.20206922456153503
gene,GENE_0440,6,0,2,1,3,0.308859648766035
gene,GENE_0440,6,0,3,2,0,0.32582681627163723
gene,GENE_0440,6,0,5,2,1,0.2660148122297956
gene,GENE_0440,6,0,3,2,2,0.16636059452864926
gene,GENE_0440,6,0,5,2,3,0.2530632328994955
gene,GENE_0441,3,1,1,0,0,1.0661953194166491
gene,GENE_0441,3,1,5,0,1,1.2386082163302867
gene,GENE_0441,3,1,3,0,2,0.9880244654389014
gene,GENE_0441,3,1,3,0,3,1.0672287532149298
gene,GENE_0441,3,1,3,1,0,1.1743030474603409
gene,GENE_0441,3,1,2,1,1,1.076394296728671
gene,GENE_0441,3,1,0,1,2,1.1761713685751904
gene,GENE_0441,3,1,1,1,3,1.1281705264246888
gene,GENE_0441,3,1,1,2,0,1.0860806658909437
gene,GENE_0441,3,1,5,2,1,1.1699713817024093
gene,GENE_0441,3,1,3,2,2,1.0419342085411623
gene,GENE_0441,3,1,5,2,3,1.2702528809072509
gene,GENE_0442,3,0,1,0,0,0.36192716599207087
gene,GENE_0442,3,0,2,0,1,0.3168270904988253
gene,GENE_0442,3,0,5,0,2,0.3632481794643653
gene,GENE_0442,3,0,3,0,3,0.45850534717462255
gene,GENE_0442,3,0,0,1,0,0.513780352649157
gene,GENE_0442,3,0,3,1,1,0.5440226977174633
gene,GENE_0442,3,0,0,1,2,0.4007808996913635
gene,GENE_0442,3,0,0,1,3,0.44449721207072745
gene,GENE_0442,3,0,2,2,0,0.6205238081169512
gene,GENE_0442,3,0,2,2,1,0.5512850743353589
gene,GENE_0442,3,0,0,2,2,0.47816322227656005
gene,GENE_0442,3,0,4,2,3,0.3974825469492894
gene,GENE_0443,6,0,5,0,0,0.7130842648047746
gene,GENE_0443,6,0,4,0,1,0.5959444571414889
gene,GENE_0443,6,0,2,0,2,0.6586894223784873
gene,GENE_0443,6,0,3,0,3,0.6825313692491906
gene,GENE_0443,6,0,3,1,0,0.635543368481321
gene,GENE_0443,6,0,4,1,1,0.803656163709512
gene,GENE_0443,6,0,2,1,2,0.8313396839370313
gene,GENE_0443,6,0,0,1,3,0.6526512804743019
gene,GENE_0443,6,0,3,2,0,0.7747494879135551
gene,GENE_0443,6,0,5,2,1,0.7253135032540682
gene,GENE_0443,6,0,1,2,2,0.6472736881084747
gene,GENE_0443,6,0,1,2,3,0.6570655996028298
gene,GENE_0444,0,0,0,0,0,0.32868042722259977
gene,GENE_0444,0,0,0,0,1,0.40096186030364106
gene,GENE_0444,0,0,3,0,2,0.4339671813600998
gene,GENE_0444,0,0,4,0,3,0.4458721917519366
gene,GENE_0444,0,0,5,1,0,0.34006546241630575
gene,GENE_0444,0,0,0,1,1,0.3609632043295476
gene,GENE_0444,0,0,0,1,2,0.4635328803308205
gene,GENE_0444,0,0,1,1,3,0.32590665286295195
gene,GENE_0444,0,0,4,2,0,0.49827448628128723
gene,GENE_0444,0,0,3,2,1,0.36751693848278655
gene,GENE_0444,0,0,3,2,2,0.3942911043657726
gene,GENE_0444,0,0,4,2,3,0.2978320096353407
gene,GENE_0445,4,0,5,0,0,0.5577099260124485
gene,GENE_0445,4,0,2,0,1,0.6306486095041435
gene,GENE_0445,4,0,4,0,2,0.6129815099474439
gene,GENE_0445,4,0,1,0,3,0.5201167268508178
gene,GENE_0445,4,0,1,1,0,0.5681027885955195
gene,GENE_0445,4,0,1,1,1,0.5995448696719694
gene,GENE_0445,4,0,4,1,2,0.5769025799795392
gene,GENE_0445,4,0,0,1,3,0.4830150147509745
gene,GENE_0445,4,0,1,2,0,0.4600712303786026
gene,GENE_0445,4,0,5,2,1,0.6028221668387781
gene,GENE_0445,4,0,2,2,2,0.4962706246431048
gene,GENE_0445,4,0,0,2,3,0.5615709566534387
gene,GENE_0446,0,0,2,0,0,0.34159726884448305
gene,GENE_0446,0,0,5,0,1,0.5434830781093608
gene,GENE_0446,0,0,0,0,2,0.3791520217797679
gene,GENE_0446,0,0,1,0,3,0.4349112671652192
gene,GENE_0446,0,0,0,1,0,0.554319316006103
gene,GENE_0446,0,0,2,1,1,0.4757995709476528
gene,GENE_0446,0,0,4,1,2,0.5212284156304967
gene,GENE_0446,0,0,2,1,3,0.5753615124529339
gene,GENE_0446,0,0,4,2,0,0.5853955765007458
gene,GENE_0446,0,0,2,2,1,0.4686696746046847
gene,GENE_0446,0,0,3,2,2,0.5327745087522882
gene,GENE_0446,0,0,0,2,3,0.5654509945296442
gene,GENE_0447,3,0,1,0,0,0.698315573904267
gene,GENE_0447,3,0,2,0,1,0.6829313263657761
gene,GENE_0447,3,0,0,0,2,0.8137332934817595
gene,GENE_0447,3,0,5,0,3,0.7784930551205774
gene,GENE_0447,3,0,1,1,0,0.6758028075013067
gene,GENE_0447,3,0,5,1,1,0.6824523781033147
gene,GENE_0447,3,0,2,1,2,0.8255858415069819
gene,GENE_0447,3,0,0,1,3,0.690475392942184
gene,GENE_0447,3,0,3,2,0,0.7139855384451561
gene,GENE_0447,3,0,4,2,1,0.77934190497901
gene,GENE_0447,3,0,1,2,2,0.8418669667422836
gene,GENE_0447,3,0,1,2,3,0.7547768529860572
gene,GENE_0448,0,0,1,0,0,0.6022354085724143
gene,GENE_0448,0,0,3,0,1,0.39724422297525197
gene,GENE_0448,0,0,3,0,2,0.4700121397632385
gene,GENE_0448,0,0,1,0,3,0.5087131218492301
gene,GENE_0448,0,0,1,1,0,0.3556659415020803
gene,GENE_0448,0,0,4,1,1,0.486601568887895
gene,GENE_0448,0,0,1,1,2,0.48094394034312127
gene,GENE_0448,0,0,0,1,3,0.42094499234909016
gene,GENE_0448,0,0,2,2,0,0.42651295942410267
gene,GENE_0448,0,0,2,2,1,0.2853566816708506
gene,GENE_0448,0,0,0,2,2,0.44058546468246473
gene,GENE_0448,0,0,4,2,3,0.5448270761232168
gene,GENE_0449,4,0,3,0,0,0.2901309151488129
gene,GENE_0449,4,0,0,0,1,0.29810950453788454
gene,GENE_0449,4,0,3,0,2,0.3703075563236383
gene,GENE_0449,4,0,2,0,3,0.32072103377329275
gene,GENE_0449,4,0,0,1,0,0.3768502917505323
gene,GENE_0449,4,0,3,1,1,0.31403081173377234
gene,GENE_0449,4,0,4,1,2,0.34404057360084134
gene,GENE_0449,4,0,1,1,3,0.3010394789701421
gene,GENE_0449,4,0,2,2,0,0.23921929726535757
gene,GENE_0449,4,0,2,2,1,0.39216384682293315
gene,GENE_0449,4,0,0,2,2,0.3164932302660728
gene,GENE_0449,4,0,2,2,3,0.3064684418286858
gene,GENE_0450,0,0,5,0,0,0.3335235884329108
gene,GENE_0450,0,0,1,0,1,0.19315283060620075
gene,GENE_0450,0,0,3,0,2,0.389487706581972
gene,GENE_0450,0,0,3,0,3,0.44426389596273713
gene,GENE_0450,0,0,4,1,0,0.36472324773502973
gene,GENE_0450,0,0,4,1,1,0.43925930896427345
gene,GENE_0450,0,0,1,1,2,0.3712446642403095
gene,GENE_0450,0,0,5,1,3,0.4468145617722887
gene,GENE_0450,0,0,3,2,0,0.4583745084262594
gene,GENE_0450,0,0,5,2,1,0.3944626103995832
gene,GENE_0450,0,0,2,2,2,0.3656146538975316
gene,GENE_0450,0,0,3,2,3,0.28596057074860426
gene,GENE_0451,2,0,5,0,0,0.7281891326093886
gene,GENE_0451,2,0,4,0,1,0.6838235217111202
gene,GENE_0451,2,0,4,0,2,0.5728601522502375
gene,GENE_0451,2,0,3,0,3,0.6111747105377667
gene,GENE_0451,2,0,5,1,0,0.5558463157351475
gene,GENE_0451,2,0,1,1,1,0.6228705408821646
gene,GENE_0451,2,0,5,1,2,0.56471634512328
gene,GENE_0451,2,0,4,1,3,0.6114729743318688
gene,GENE_0451,2,0,0,2,0,0.6749307524562995
gene,GENE_0451,2,0,4,2,1,0.8016235475551873
gene,GENE_0451,2,0,1,2,2,0.6029814716535676
gene,GENE_0451,2,0,3,2,3,0.7596064244112293
gene,GENE_0452,3,1,3,0,0,1.1852958143426524
gene,GENE_0452,3,1,1,0,1,1.300418801773278
gene,GENE_0452,3,1,5,0,2,1.3976229384716587
gene,GENE_0452,3,1,5,0,3,1.345498645810078
gene,GENE_0452,3,1,4,1,0,1.395066651295353
gene,GENE_0452,3,1,5,1,1,1.319061049589102
gene,GENE_0452,3,1,0,1,2,1.3138092875367313
gene,GENE_0452,3,1,4,1,3,1.4484329955388735
gene,GENE_0452,3,1,4,2,0,1.4322211263544284
gene,GENE_0452,3,1,5,2,1,1.3936726590579684
gene,GENE_0452,3,1,1,2,2,1.2196799004763108
gene,GENE_0452,3,1,1,2,3,1.425558403089925
gene,GENE_0453,1,0,2,0,0,0.5996961639949203
gene,GENE_0453,1,0,1,0,1,0.638041122715593
gene,GENE_0453,1,0,2,0,2,0.6907773540796514
gene,GENE_0453,1,0,5,0,3,0.6628759693976077
gene,GENE_0453,1,0,5,1,0,0.7367536691557283
gene,GENE_0453,1,0,5,1,1,0.6839326471693588
gene,GENE_0453,1,0,5,1,2,0.7601597665822563
gene,GENE_0453,1,0,3,1,3,0.6814505734795496
gene,GENE_0453,1,0,4,2,0,0.5761418154066835
gene,GENE_0453,1,0,4,2,1,0.6946295283251989
gene,GENE_0453,1,0,2,2,2,0.8243125913400845
gene,GENE_0453,1,0,3,2,3,0.7415037170853517
gene,GENE_0454,7,0,1,0,0,0.6016964293210346
gene,GENE_0454,7,0,4,0,1,0.34382085723139455
gene,GENE_0454,7,0,0,0,2,0.4589328262898934
gene,GENE_0454,7,0,2,0,3,0.6133298143854551
gene,GENE_0454,7,0,0,1,0,0.5238863049100764
gene,GENE_0454,7,0,2,1,1,0.5046644012786871
gene,GENE_0454,7,0,3,1,2,0.41930243874931367
gene,GENE_0454,7,0,0,1,3,0.49567474208972556
gene,GENE_0454,7,0,5,2,0,0.462751679425113
gene,GENE_0454,7,0,0,2,1,0.46251257982806687
gene,GENE_0454,7,0,5,2,2,0.5572071106981321
gene,GENE_0454,7,0,1,2,3,0.5594462828904725
gene,GENE_0455,1,1,2,0,0,1.4083906648676738
gene,GENE_0455,1,1,0,0,1,1.5203461258055821
gene,GENE_0455,1,1,4,0,2,1.3584720957259457
gene,GENE_0455,1,1,1,0,3,1.341779812351359
gene,GENE_0455,1,1,2,1,0,1.605001715358377
gene,GENE_0455,1,1,1,1,1,1.281329151149072
gene,GENE_0455,1,1,2,1,2,1.356379219950893
gene,GENE_0455,1,1,5,1,3,1.3219421021204414
gene,GENE_0455,1,1,2,2,0,1.2625672734324846
gene,GENE_0455,1,1,4,2,1,1.4776692109081353
gene,GENE_0455,1,1,3,2,2,1.1836090697764445
gene,GENE_0455,1,1,2,2,3,1.390959284057045
gene,GENE_0456,1,1,0,0,0,1.1821030013450429
gene,GENE_0456,1,1,1,0,1,1.2761813653008203
gene,GENE_0456,1,1,2,0,2,1.1871177882427
gene,GENE_0456,1,1,5,0,3,1.3081890101294513
gene,GENE_0456,1,1,1,1,0,1.1496576235734692
gene,GENE_0456,1,1,5,1,1,1.3327938273451554
gene,GENE_0456,1,1,5,1,2,1.1987177542484262
gene,GENE_0456,1,1,3,1,3,1.3322644524239224
gene,GENE_0456,1,1,3,2,0,1.2143919433708457
gene,GENE_0456,1,1,3,2,1,1.2877813690768212
gene,GENE_0456,1,1,1,2,2,1.1906003311339437
gene,GENE_0456,1,1,3,2,3,1.2820328980208673
gene,GENE_0457,5,0,0,0,0,0.8927636910121222
gene,GENE_0457,5,0,3,0,1,1.0587282702120473
gene,GENE_0457,5,0,3,0,2,0.9699711229975144
gene,GENE_0457,5,0,3,0,3,0.982790816384002
gene,GENE_0457,5,0,0,1,0,0.9274010761034651
gene,GENE_0457,5,0,5,1,1,1.1448721570677134
gene,GENE_0457,5,0,1,1,2,0.9393293514857068
gene,GENE_0457,5,0,3,1,3,1.0053847625481411
gene,GENE_0457,5,0,3,2,0,1.0768814018077506
gene,GENE_0457,5,0,2,2,1,0.9999096237571596
gene,GENE_0457,5,0,3,2,2,1.0853854610903884
gene,GENE_0457,5,0,0,2,3,1.0652116279156725
gene,GENE_0458,7,0,0,0,0,0.5716387765334602
gene,GENE_0458,7,0,3,0,1,0.6777870642198178
gene,GENE_0458,7,0,4,0,2,0.7341482325211647
gene,GENE_0458,7,0,1,0,3,0.5678458221501437
gene,GENE_0458,7,0,1,1,0,0.6310667480489826
gene,GENE_0458,7,0,0,1,1,0.7442261358072477
gene,GENE_0458,7,0,2,1,2,0.5949076778443141
gene,GENE_0458,7,0,3,1,3,0.5313799110639068
gene,GENE_0458,7,0,1,2,0,0.5901593960027876
gene,GENE_0458,7,0,0,2,1,0.6480622420026095
gene,GENE_0458,7,0,4,2,2,0.720714562712041
gene,GENE_0458,7,0,1,2,3,0.7010394772459977
gene,GENE_0459,7,0,5,0,0,0.8601880680348902
gene,GENE_0459,7,0,3,0,1,0.6994905701444707
gene,GENE_0459,7,0,0,0,2,0.6486028304882936
gene,GENE_0459,7,0,1,0,3,0.8581885839438493
gene,GENE_0459,7,0,5,1,0,0.6205224423711281
gene,GENE_0459,7,0,0,1,1,0.7633576666426648
gene,GENE_0459,7,0,2,1,2,0.6587695236641321
gene,GENE_0459,7,0,4,1,3,0.7019744915180957
gene,GENE_0459,7,0,5,2,0,0.5957162080309475
gene,GENE_0459,7,0,0,2,1,0.7318534831122566
gene,GENE_0459,7,0,5,2,2,0.6903659153244682
gene,GENE_0459,7,0,5,2,3,0.7842007648888397
gene,GENE_0460,6,0,4,0,0,0.7282140865417851
gene,GENE_0460,6,0,4,0,1,0.8055103869507675
gene,GENE_0460,6,0,1,0,2,0.8778480948833743
gene,GENE_0460,6,0,2,0,3,0.987529320480574
gene,GENE_0460,6,0,1,1,0,0.8497630147360208
gene,GENE_0460,6,0,2,1,1,1.0467331056723572
gene,GENE_0460,6,0,1,1,2,0.8408316995807729
gene,GENE_0460,6,0,1,1,3,0.9213736116061072
gene,GENE_0460,6,0,3,2,0,0.89830678893689
gene,GENE_0460,6,0,1,2,1,0.8117497570388433
gene,GENE_0460,6,0,2,2,2,0.9981190758048004
gene,GENE_0460,6,0,0,2,3,0.7966793202170375
gene,GENE_0461,5,0,4,0,0,0.45131707099466334
gene,GENE_0461,5,0,0,0,1,0.4223129551698617
gene,GENE_0461,5,0,2,0,2,0.503986347479001
gene,GENE_0461,5,0,2,0,3,0.5036115254746371
gene,GENE_0461,5,0,0,1,0,0.5131467347879172
gene,GENE_0461,5,0,3,1,1,0.5620279865724982
gene,GENE_0461,5,0,0,1,2,0.32826215228996647
gene,GENE_0461,5,0,3,1,3,0.32964162882251136
gene,GENE_0461,5,0,4,2,0,0.48513405150134636
gene,GENE_0461,5,0,2,2,1,0.49043943416035446
gene,GENE_0461,5,0,2,2,2,0.4337390662899512
gene,GENE_0461,5,0,5,2,3,0.5206584220511801
gene,GENE_0462,3,0,5,0,0,0.5277318112470999
gene,GENE_0462,3,0,4,0,1,0.5672808129895662
gene,GENE_0462,3,0,3,0,2,0.36875910192881456
gene,GENE_0462,3,0,3,0,3,0.4211930983724224
gene,GENE_0462,3,0,2,1,0,0.5653840665347956
gene,GENE_0462,3,0,5,1,1,0.6720323379170956
gene,GENE_0462,3,0,1,1,2,0.5932002976250664
gene,GENE_0462,3,0,3,1,3,0.516433203038965
gene,GENE_0462,3,0,0,2,0,0.43392883819684747
gene,GENE_0462,3,0,1,2,1,0.399413888270861
gene,GENE_0462,3,0,5,2,2,0.5385915298981061
gene,GENE_0462,3,0,1,2,3,0.4122032520791846
gene,GENE_0463,3,1,3,0,0,1.1261168645032995
gene,GENE_0463,3,1,4,0,1,1.1005169042064993
gene,GENE_0463,3,1,4,0,2,1.090736969035452
gene,GENE_0463,3,1,2,0,3,1.2160438088751193
gene,GENE_0463,3,1,5,1,0,1.084908734294487
gene,GENE_0463,3,1,5,1,1,0.9985334619879753
gene,GENE_0463,3,1,1,1,2,0.9704588065067564
gene,GENE_0463,3,1,3,1,3,1.080785148358253
gene,GENE_0463,3,1,4,2,0,0.9889776376554705
gene,GENE_0463,3,1,2,2,1,1.0374649594626668
gene,GENE_0463,3,1,1,2,2,1.002799025090586
gene,GENE_0463,3,1,0,2,3,0.9886014942970389
gene,GENE_0464,5,0,3,0,0,0.5666750288789539
gene,GENE_0464,5,0,4,0,1,0.5879307492092074
gene,GENE_0464,5,0,5,0,2,0.6932967972259905
gene,GENE_0464,5,0,3,0,3,0.6560823224122397
gene,GENE_0464,5,0,1,1,0,0.6004746559920128
gene,GENE_0464,5,0,0,1,1,0.7319466439131284
gene,GENE_0464,5,0,3,1,2,0.5364000216804329
gene,GENE_0464,5,0,1,1,3,0.6684291819274575
gene,GENE_0464,5,0,0,2,0,0.4131796397630062
gene,GENE_0464,5,0,5,2,1,0.6265619317240675
gene,GENE_0464,5,0,2,2,2,0.6017911801197897
gene,GENE_0464,5,0,3,2,3,0.7162131702839545
gene,GENE_0465,1,1,3,0,0,1.1205484491954714
gene,GENE_0465,1,1,5,0,1,0.9717873784478381
gene,GENE_0465,1,1,4,0,2,1.0112887976975498
gene,GENE_0465,1,1,1,0,3,1.0666597362902772
gene,GENE_0465,1,1,2,1,0,1.0302087987008606
gene,GENE_0465,1,1,4,1,1,1.0146189697366923
gene,GENE_0465,1,1,1,1,2,1.0639384734068045
gene,GENE_0465,1,1,4,1,3,1.0150060053552554
gene,GENE_0465,1,1,0,2,0,1.057290298897994
gene,GENE_0465,1,1,3,2,1,1.0029626477465292
gene,GENE_0465,1,1,3,2,2,1.1161163019357216
gene,GENE_0465,1,1,4,2,3,1.0571915601101651
gene,GENE_0466,4,0,0,0,0,0.7744896085720149
gene,GENE_0466,4,0,3,0,1,1.0543993123871132
gene,GENE_0466,4,0,4,0,2,0.9515217081329663
gene,GENE_0466,4,0,3,0,3,0.7756883887888248
gene,GENE_0466,4,0,1,1,0,0.8933023987090596
gene,GENE_0466,4,0,3,1,1,0.827261050947508
gene,GENE_0466,4,0,2,1,2,0.8890436668465096
gene,GENE_0466,4,0,4,1,3,0.9914843474074
gene,GENE_0466,4,0,1,2,0,0.9402782347092494
gene,GENE_0466,4,0,3,2,1,0.9803313362876934
gene,GENE_0466,4,0,4,2,2,1.0142907241720647
gene,GENE_0466,4,0,0,2,3,0.8874060489408707
gene,GENE_0467,7,0,0,0,0,0.6446004270502886
gene,GENE_0467,7,0,5,0,1,0.7032519444106399
gene,GENE_0467,7,0,4,0,2,0.6761154335607051
gene,GENE_0467,7,0,4,0,3,0.6861798099923148
gene,GENE_0467,7,0,1,1,0,0.6161682451455427
gene,GENE_0467,7,0,5,1,1,0.5430257823376261
gene,GENE_0467,7,0,5,1,2,0.5647816526688669
gene,GENE_0467,7,0,0,1,3,0.6321645041874655
gene,GENE_0467,7,0,1,2,0,0.6237281889718622
gene,GENE_0467,7,0,0,2,1,0.6997986263364376
gene,GENE_0467,7,0,0,2,2,0.5601694109545161
gene,GENE_0467,7,0,3,2,3,0.5986105343633872
gene,GENE_0468,4,0,1,0,0,0.8492490475273443
gene,GENE_0468,4,0,1,0,1,0.9887319045847547
gene,GENE_0468,4,0,5,0,2,0.7699793553360569
gene,GENE_0468,4,0,0,0,3,0.9133934286391538
gene,GENE_0468,4,0,1,1,0,0.7845894891601619
gene,GENE_0468,4,0,2,1,1,0.8723739623974449
gene,GENE_0468,4,0,4,1,2,0.9133419176103237
gene,GENE_0468,4,0,4,1,3,0.7858842947507292
gene,GENE_0468,4,0,4,2,0,0.8262689781429989
gene,GENE_0468,4,0,0,2,1,0.7437645768483049
gene,GENE_0468,4,0,2,2,2,0.7675011576112453
gene,GENE_0468,4,0,0,2,3,0.8307279095051965
gene,GENE_0469,6,0,5,0,0,0.46391284886515866
gene,GENE_0469,6,0,0,0,1,0.43979728772737187
gene,GENE_0469,6,0,3,0,2,0.4787736796808341
gene,GENE_0469,6,0,2,0,3,0.3352624363543171
gene,GENE_0469,6,0,0,1,0,0.5748824408011826
gene,GENE_0469,6,0,0,1,1,0.43477879753435417
gene,GENE_0469,6,0,2,1,2,0.4355490931276065
