compound_id,gene_id,cosine_similarity,compound_cluster,gene_cluster
CMPD_0099,GENE_0125,0.2649451494216919,0,11
CMPD_0099,GENE_0568,0.24604207277297974,0,0
CMPD_0100,GENE_0737,0.3115468919277191,3,20
CMPD_0100,GENE_0815,0.30673709511756897,3,20
CMPD_0100,GENE_0777,0.2839043140411377,3,9
CMPD_0100,GENE_0282,0.2791791558265686,3,20
CMPD_0100,GENE_0527,0.27758878469467163,3,12
CMPD_0101,GENE_0971,0.3205287456512451,24,26
CMPD_0101,GENE_0041,0.3119634687900543,24,24
CMPD_0101,GENE_0254,0.28522413969039917,24,13
CMPD_0101,GENE_0718,0.26995524764060974,24,24
CMPD_0101,GENE_0252,0.2644538879394531,24,26
CMPD_0102,GENE_0191,0.3710843026638031,24,24
CMPD_0102,GENE_1152,0.29769232869148254,24,6
CMPD_0102,GENE_0320,0.29330936074256897,24,12
CMPD_0102,GENE_1050,0.29030776023864746,24,24
CMPD_0102,GENE_0443,0.261199951171875,24,24
CMPD_0103,GENE_1137,0.3593939542770386,0,6
CMPD_0103,GENE_0965,0.3405337333679199,0,0
CMPD_0103,GENE_0312,0.3321053981781006,0,3
CMPD_0103,GENE_0792,0.3248405158519745,0,3
CMPD_0103,GENE_0817,0.3116520643234253,0,6
CMPD_0104,GENE_0153,0.322372704744339,14,13
CMPD_0104,GENE_0504,0.3124222159385681,14,25
CMPD_0104,GENE_0568,0.3018668591976166,14,0
CMPD_0104,GENE_0104,0.2822052538394928,14,1
CMPD_0104,GENE_0764,0.2765851318836212,14,28
CMPD_0105,GENE_0519,0.3868742287158966,23,23
CMPD_0105,GENE_0339,0.36278751492500305,23,23
CMPD_0105,GENE_0473,0.3292121887207031,23,23
CMPD_0105,GENE_0335,0.3229769468307495,23,23
CMPD_0105,GENE_0838,0.3167407810688019,23,23
CMPD_0106,GENE_0539,0.30210211873054504,21,14
CMPD_0106,GENE_0057,0.290652871131897,21,23
CMPD_0106,GENE_1082,0.28983184695243835,21,29
CMPD_0106,GENE_0981,0.283427894115448,21,27
CMPD_0106,GENE_0836,0.2717514634132385,21,11
CMPD_0107,GENE_0066,0.33390161395072937,7,6
CMPD_0107,GENE_0255,0.30096274614334106,7,15
CMPD_0107,GENE_0355,0.30040547251701355,7,7
CMPD_0107,GENE_0047,0.2916924059391022,7,20
CMPD_0107,GENE_0501,0.2708728313446045,7,1
CMPD_0108,GENE_0437,0.46414709091186523,23,23
CMPD_0108,GENE_0725,0.4392590820789337,23,23
CMPD_0108,GENE_0186,0.4189017117023468,23,23
CMPD_0108,GENE_0060,0.41326141357421875,23,23
CMPD_0108,GENE_0898,0.4118465781211853,23,23
CMPD_0109,GENE_0496,0.3084757328033447,2,19
CMPD_0109,GENE_1018,0.2689075171947479,2,26
CMPD_0109,GENE_1074,0.2599305808544159,2,2
CMPD_0109,GENE_1118,0.2585737109184265,2,1
CMPD_0109,GENE_0608,0.2529609203338623,2,15
CMPD_0110,GENE_0519,0.31418976187705994,27,23
CMPD_0110,GENE_0506,0.27238500118255615,27,0
CMPD_0110,GENE_0862,0.25176429748535156,27,12
CMPD_0110,GENE_0844,0.24616067111492157,27,19
CMPD_0110,GENE_1004,0.2455628365278244,27,19
CMPD_0111,GENE_1059,0.3080705404281616,26,20
CMPD_0111,GENE_0744,0.3044945001602173,26,20
CMPD_0111,GENE_0849,0.29309043288230896,26,14
CMPD_0111,GENE_0751,0.2834523320198059,26,5
CMPD_0111,GENE_0597,0.2584296762943268,26,15
CMPD_0112,GENE_0303,0.3346292972564697,15,24
CMPD_0112,GENE_0041,0.31117430329322815,15,24
CMPD_0112,GENE_0152,0.29927700757980347,15,5
CMPD_0112,GENE_0325,0.29021844267845154,15,24
CMPD_0112,GENE_1183,0.28971895575523376,15,15
CMPD_0113,GENE_0731,0.3319275677204132,23,23
CMPD_0113,GENE_0332,0.3298183083534241,23,13
CMPD_0113,GENE_0361,0.32910624146461487,23,13
CMPD_0113,GENE_0050,0.3280230760574341,23,4
CMPD_0113,GENE_1111,0.3207184374332428,23,23
CMPD_0114,GENE_0963,0.35261356830596924,9,9
CMPD_0114,GENE_1038,0.34819871187210083,9,17
CMPD_0114,GENE_0280,0.34374290704727173,9,9
CMPD_0114,GENE_0271,0.3431027829647064,9,9
CMPD_0114,GENE_0397,0.2965957522392273,9,17
CMPD_0115,GENE_1198,0.4212944507598877,17,17
CMPD_0115,GENE_0354,0.41132116317749023,17,17
CMPD_0115,GENE_0756,0.3995867669582367,17,17
CMPD_0115,GENE_1158,0.3682410418987274,17,17
CMPD_0115,GENE_0242,0.366213321685791,17,9
CMPD_0116,GENE_0131,0.41116660833358765,21,21
CMPD_0116,GENE_1090,0.3175840675830841,21,3
CMPD_0116,GENE_0441,0.31703245639801025,21,25
CMPD_0116,GENE_0689,0.3089594841003418,21,25
CMPD_0116,GENE_1080,0.30737054347991943,21,25
CMPD_0117,GENE_1013,0.34059518575668335,0,0
CMPD_0117,GENE_0694,0.32633256912231445,0,20
CMPD_0117,GENE_0639,0.32144781947135925,0,7
CMPD_0117,GENE_0113,0.30208900570869446,0,24
CMPD_0117,GENE_0390,0.2894439399242401,0,24
CMPD_0118,GENE_0156,0.3398321270942688,23,23
CMPD_0118,GENE_0864,0.3150036334991455,23,19
CMPD_0118,GENE_0871,0.30925747752189636,23,23
CMPD_0118,GENE_0952,0.2992052733898163,23,23
CMPD_0118,GENE_0453,0.29542410373687744,23,23
CMPD_0119,GENE_0905,0.42255493998527527,20,20
CMPD_0119,GENE_0103,0.3783101439476013,20,20
CMPD_0119,GENE_0576,0.37478068470954895,20,20
CMPD_0119,GENE_0017,0.3607405722141266,20,20
CMPD_0119,GENE_0707,0.35868746042251587,20,8
CMPD_0120,GENE_0065,0.4020756185054779,13,13
CMPD_0120,GENE_0564,0.36973118782043457,13,13
CMPD_0120,GENE_1137,0.29838111996650696,13,6
CMPD_0120,GENE_0443,0.2953360676765442,13,24
CMPD_0120,GENE_0751,0.2944982945919037,13,5
CMPD_0121,GENE_1171,0.32275235652923584,16,4
CMPD_0121,GENE_0995,0.32041361927986145,16,20
CMPD_0121,GENE_0498,0.30341553688049316,16,20
CMPD_0121,GENE_0785,0.2711431086063385,16,12
CMPD_0121,GENE_0227,0.2683960795402527,16,29
CMPD_0122,GENE_1038,0.3304585814476013,4,17
CMPD_0122,GENE_1135,0.3097502887248993,4,24
CMPD_0122,GENE_0423,0.2822962701320648,4,24
CMPD_0122,GENE_0240,0.280356228351593,4,0
CMPD_0122,GENE_0843,0.2768615782260895,4,0
CMPD_0123,GENE_0583,0.33253738284111023,8,8
CMPD_0123,GENE_0772,0.325182169675827,8,8
CMPD_0123,GENE_1187,0.3246441185474396,8,8
CMPD_0123,GENE_1148,0.3073895573616028,8,7
CMPD_0123,GENE_0144,0.30710601806640625,8,8
CMPD_0124,GENE_1119,0.35280361771583557,29,8
CMPD_0124,GENE_0021,0.3426664173603058,29,8
CMPD_0124,GENE_0917,0.295166939496994,29,9
CMPD_0124,GENE_0208,0.2928808927536011,29,8
CMPD_0124,GENE_0107,0.2820035219192505,29,14
CMPD_0125,GENE_0732,0.3114449381828308,22,23
CMPD_0125,GENE_0726,0.29606425762176514,22,24
CMPD_0125,GENE_0698,0.28860950469970703,22,27
CMPD_0125,GENE_0071,0.28590553998947144,22,17
CMPD_0125,GENE_0937,0.2799789607524872,22,8
CMPD_0126,GENE_0105,0.32780587673187256,26,8
CMPD_0126,GENE_0128,0.2914138436317444,26,26
CMPD_0126,GENE_0252,0.2768694758415222,26,26
CMPD_0126,GENE_1198,0.26176130771636963,26,17
CMPD_0126,GENE_1022,0.26096028089523315,26,15
CMPD_0127,GENE_0436,0.30843859910964966,15,15
CMPD_0127,GENE_0754,0.30068743228912354,15,26
CMPD_0127,GENE_0143,0.2843760550022125,15,21
CMPD_0127,GENE_0546,0.2840350568294525,15,23
CMPD_0127,GENE_0532,0.2663410007953644,15,29
CMPD_0128,GENE_0700,0.321260541677475,14,15
CMPD_0128,GENE_0860,0.29089611768722534,14,1
CMPD_0128,GENE_0754,0.2850703299045563,14,26
CMPD_0128,GENE_1175,0.2778751254081726,14,1
CMPD_0128,GENE_0112,0.2737930417060852,14,10
CMPD_0129,GENE_0369,0.3205112814903259,2,4
CMPD_0129,GENE_0136,0.29566696286201477,2,8
CMPD_0129,GENE_1042,0.28798508644104004,2,22
CMPD_0129,GENE_0337,0.28468427062034607,2,25
CMPD_0129,GENE_0538,0.2799200117588043,2,4
CMPD_0130,GENE_0666,0.3339640498161316,3,17
CMPD_0130,GENE_0486,0.3174516558647156,3,9
CMPD_0130,GENE_0969,0.3097632825374603,3,3
CMPD_0130,GENE_0963,0.3038431704044342,3,9
CMPD_0130,GENE_0974,0.28655949234962463,3,6
CMPD_0131,GENE_0967,0.3309095501899719,13,10
CMPD_0131,GENE_0347,0.32734861969947815,13,13
CMPD_0131,GENE_0377,0.3238241672515869,13,8
CMPD_0131,GENE_0643,0.30366092920303345,13,20
CMPD_0131,GENE_0652,0.27925199270248413,13,13
CMPD_0132,GENE_0083,0.3223850429058075,10,10
CMPD_0132,GENE_0811,0.31869515776634216,10,10
CMPD_0132,GENE_0920,0.2989548146724701,10,10
CMPD_0132,GENE_0053,0.2918221354484558,10,25
CMPD_0132,GENE_0265,0.28270503878593445,10,29
CMPD_0133,GENE_0434,0.33625343441963196,4,7
CMPD_0133,GENE_1060,0.3266598582267761,4,24
CMPD_0133,GENE_0361,0.2813955545425415,4,13
CMPD_0133,GENE_1184,0.27920374274253845,4,4
CMPD_0133,GENE_0001,0.26806873083114624,4,24
CMPD_0134,GENE_0431,0.41209232807159424,19,19
CMPD_0134,GENE_0307,0.386711984872818,19,19
CMPD_0134,GENE_0734,0.38576093316078186,19,19
CMPD_0134,GENE_0874,0.3702162504196167,19,19
CMPD_0134,GENE_0864,0.3452475666999817,19,19
CMPD_0135,GENE_0258,0.3485795557498932,29,29
CMPD_0135,GENE_0879,0.33362501859664917,29,10
CMPD_0135,GENE_0265,0.3187052011489868,29,29
CMPD_0135,GENE_0517,0.2761646807193756,29,10
CMPD_0135,GENE_0603,0.2596425712108612,29,10
CMPD_0136,GENE_0707,0.32582423090934753,20,8
CMPD_0136,GENE_0368,0.2923526167869568,20,8
CMPD_0136,GENE_0047,0.27906760573387146,20,20
CMPD_0136,GENE_0209,0.27841466665267944,20,20
CMPD_0136,GENE_1027,0.2749916911125183,20,9
CMPD_0137,GENE_0271,0.3020913898944855,22,9
CMPD_0137,GENE_0336,0.28470462560653687,22,22
CMPD_0137,GENE_0859,0.2766835391521454,22,19
CMPD_0137,GENE_0025,0.27662476897239685,22,22
CMPD_0137,GENE_1038,0.2755128741264343,22,17
CMPD_0138,GENE_0847,0.28728413581848145,2,2
CMPD_0138,GENE_0338,0.278241366147995,2,2
CMPD_0138,GENE_0373,0.27727946639060974,2,2
CMPD_0138,GENE_0127,0.2704963684082031,2,23
CMPD_0138,GENE_0245,0.2698952257633209,2,2
CMPD_0139,GENE_0042,0.3351263999938965,26,29
CMPD_0139,GENE_0102,0.2880347967147827,26,8
CMPD_0139,GENE_0685,0.278853178024292,26,6
CMPD_0139,GENE_1069,0.2711206078529358,26,14
CMPD_0139,GENE_0279,0.2701583504676819,26,19
CMPD_0140,GENE_0066,0.303810715675354,6,6
CMPD_0140,GENE_0006,0.2795138657093048,6,10
CMPD_0140,GENE_1191,0.26819390058517456,6,19
CMPD_0140,GENE_1152,0.2631169855594635,6,6
CMPD_0140,GENE_0146,0.2620069980621338,6,24
CMPD_0141,GENE_0966,0.27359452843666077,12,25
CMPD_0141,GENE_0625,0.2636379599571228,12,12
CMPD_0141,GENE_0344,0.26239505410194397,12,1
CMPD_0141,GENE_0147,0.2598051130771637,12,25
CMPD_0141,GENE_0386,0.255622535943985,12,14
CMPD_0142,GENE_0313,0.33017662167549133,4,8
CMPD_0142,GENE_1175,0.2961811125278473,4,1
CMPD_0142,GENE_0157,0.29407623410224915,4,0
CMPD_0142,GENE_0159,0.2928690016269684,4,8
CMPD_0142,GENE_0822,0.28468748927116394,4,22
CMPD_0143,GENE_0573,0.26498186588287354,0,0
CMPD_0143,GENE_1193,0.2516309320926666,0,19
CMPD_0143,GENE_0882,0.24761953949928284,0,0
CMPD_0143,GENE_1013,0.23968079686164856,0,0
CMPD_0143,GENE_0908,0.23327815532684326,0,11
CMPD_0144,GENE_0747,0.36903050541877747,29,29
CMPD_0144,GENE_0434,0.35120436549186707,29,7
CMPD_0144,GENE_0821,0.28909292817115784,29,17
CMPD_0144,GENE_0177,0.2875533699989319,29,25
CMPD_0144,GENE_0072,0.27502191066741943,29,23
CMPD_0145,GENE_0793,0.32038775086402893,3,29
CMPD_0145,GENE_1061,0.31779545545578003,3,6
CMPD_0145,GENE_0066,0.3006921410560608,3,6
CMPD_0145,GENE_0245,0.2984050512313843,3,2
CMPD_0145,GENE_0195,0.28634679317474365,3,25
CMPD_0146,GENE_0888,0.3463129699230194,17,17
CMPD_0146,GENE_0782,0.31556236743927,17,17
CMPD_0146,GENE_0026,0.3012968599796295,17,26
CMPD_0146,GENE_0202,0.28621193766593933,17,12
CMPD_0146,GENE_0280,0.27221253514289856,17,9
CMPD_0147,GENE_0476,0.32954320311546326,13,22
CMPD_0147,GENE_0325,0.3158334195613861,13,24
CMPD_0147,GENE_0531,0.3067776560783386,13,23
CMPD_0147,GENE_0518,0.2872105836868286,13,10
CMPD_0147,GENE_0059,0.27890849113464355,13,10
CMPD_0148,GENE_0009,0.36854857206344604,27,27
CMPD_0148,GENE_0699,0.34464743733406067,27,19
CMPD_0148,GENE_0629,0.33824536204338074,27,19
CMPD_0148,GENE_0532,0.3117935061454773,27,29
CMPD_0148,GENE_0307,0.29791420698165894,27,19
CMPD_0149,GENE_0340,0.29885393381118774,26,20
CMPD_0149,GENE_0093,0.29233694076538086,26,6
CMPD_0149,GENE_0868,0.2837783098220825,26,20
CMPD_0149,GENE_0947,0.2812785804271698,26,19
CMPD_0149,GENE_0974,0.2793325185775757,26,6
CMPD_0150,GENE_1170,0.32717955112457275,28,29
CMPD_0150,GENE_0016,0.31750261783599854,28,21
CMPD_0150,GENE_0585,0.31271734833717346,28,17
CMPD_0150,GENE_0918,0.29215461015701294,28,17
CMPD_0150,GENE_1108,0.28566157817840576,28,9
CMPD_0151,GENE_1048,0.4333036541938782,27,21
CMPD_0151,GENE_0033,0.32256415486335754,27,21
CMPD_0151,GENE_0152,0.3136681616306305,27,5
CMPD_0151,GENE_0981,0.2597936689853668,27,27
CMPD_0151,GENE_0755,0.2579696774482727,27,10
CMPD_0152,GENE_0829,0.33838963508605957,11,18
CMPD_0152,GENE_0641,0.3109798729419708,11,4
CMPD_0152,GENE_0551,0.30725058913230896,11,19
CMPD_0152,GENE_0637,0.3054414391517639,11,11
CMPD_0152,GENE_0317,0.29539597034454346,11,11
CMPD_0153,GENE_0483,0.3148114085197449,21,10
CMPD_0153,GENE_0656,0.2992898225784302,21,25
CMPD_0153,GENE_0172,0.29639893770217896,21,0
CMPD_0153,GENE_0993,0.29053106904029846,21,20
CMPD_0153,GENE_0294,0.2744868993759155,21,8
CMPD_0154,GENE_0767,0.31178078055381775,17,17
CMPD_0154,GENE_0565,0.30937710404396057,17,17
CMPD_0154,GENE_0405,0.30412009358406067,17,22
CMPD_0154,GENE_0196,0.30296751856803894,17,17
CMPD_0154,GENE_0426,0.3001013994216919,17,29
CMPD_0155,GENE_1015,0.30294176936149597,4,10
CMPD_0155,GENE_1155,0.2892119884490967,4,10
CMPD_0155,GENE_0751,0.2737998366355896,4,5
CMPD_0155,GENE_0374,0.2702675461769104,4,1
CMPD_0155,GENE_1153,0.2639158070087433,4,4
CMPD_0156,GENE_0461,0.31645849347114563,29,16
CMPD_0156,GENE_0492,0.29705190658569336,29,21
CMPD_0156,GENE_0771,0.29563480615615845,29,29
CMPD_0156,GENE_0314,0.2952171862125397,29,19
CMPD_0156,GENE_0163,0.292314350605011,29,23
CMPD_0157,GENE_1122,0.30414220690727234,14,6
CMPD_0157,GENE_0735,0.29467207193374634,14,23
CMPD_0157,GENE_1109,0.2837536334991455,14,11
CMPD_0157,GENE_1063,0.28293657302856445,14,17
CMPD_0157,GENE_1154,0.27808475494384766,14,17
CMPD_0158,GENE_0612,0.30743497610092163,24,24
CMPD_0158,GENE_0664,0.3057654798030853,24,29
CMPD_0158,GENE_0727,0.3054886758327484,24,24
CMPD_0158,GENE_0511,0.2881729304790497,24,0
CMPD_0158,GENE_1003,0.28445079922676086,24,24
CMPD_0159,GENE_0700,0.3522818684577942,0,15
CMPD_0159,GENE_0843,0.34302249550819397,0,0
CMPD_0159,GENE_0826,0.3138831853866577,0,19
CMPD_0159,GENE_1059,0.27228477597236633,0,20
CMPD_0159,GENE_0938,0.24607494473457336,0,2
CMPD_0160,GENE_0642,0.35241585969924927,24,24
CMPD_0160,GENE_1133,0.33582156896591187,24,24
CMPD_0160,GENE_0983,0.3307548463344574,24,24
CMPD_0160,GENE_0000,0.3306826651096344,24,0
CMPD_0160,GENE_1168,0.3188409209251404,24,5
CMPD_0161,GENE_0032,0.2983704209327698,14,10
CMPD_0161,GENE_0830,0.28305456042289734,14,4
CMPD_0161,GENE_0111,0.27877554297447205,14,23
CMPD_0161,GENE_0606,0.2735506296157837,14,6
CMPD_0161,GENE_1015,0.25876060128211975,14,10
CMPD_0162,GENE_0191,0.33676937222480774,24,24
CMPD_0162,GENE_0657,0.32860973477363586,24,12
CMPD_0162,GENE_1123,0.31137576699256897,24,25
CMPD_0162,GENE_0168,0.28779563307762146,24,0
CMPD_0162,GENE_0592,0.2804621458053589,24,24
CMPD_0163,GENE_0040,0.3420356810092926,10,10
CMPD_0163,GENE_1162,0.3334900140762329,10,27
CMPD_0163,GENE_1196,0.3170192837715149,10,10
CMPD_0163,GENE_0811,0.3093583285808563,10,10
CMPD_0163,GENE_1014,0.3083209693431854,10,10
CMPD_0164,GENE_0209,0.3757580518722534,20,20
CMPD_0164,GENE_0575,0.35631752014160156,20,8
CMPD_0164,GENE_0368,0.35605642199516296,20,8
CMPD_0164,GENE_0133,0.3383844494819641,20,20
CMPD_0164,GENE_0582,0.33426716923713684,20,26
CMPD_0165,GENE_0172,0.3682340681552887,16,0
CMPD_0165,GENE_0342,0.33297428488731384,16,24
CMPD_0165,GENE_0608,0.332928329706192,16,15
CMPD_0165,GENE_0005,0.3250122666358948,16,5
CMPD_0165,GENE_0635,0.2812659442424774,16,24
CMPD_0166,GENE_0923,0.36537930369377136,6,24
CMPD_0166,GENE_0999,0.32234445214271545,6,13
CMPD_0166,GENE_0938,0.3143552243709564,6,2
CMPD_0166,GENE_1053,0.30992892384529114,6,20
CMPD_0166,GENE_0192,0.28932762145996094,6,24
CMPD_0167,GENE_0494,0.305196076631546,28,17
CMPD_0167,GENE_0511,0.27425676584243774,28,0
CMPD_0167,GENE_0770,0.2734266221523285,28,7
CMPD_0167,GENE_0756,0.26485753059387207,28,17
CMPD_0167,GENE_0878,0.25139930844306946,28,24
CMPD_0168,GENE_0786,0.32513776421546936,0,15
CMPD_0168,GENE_0651,0.3037230372428894,0,1
CMPD_0168,GENE_0375,0.29769372940063477,0,21
CMPD_0168,GENE_0982,0.2865845859050751,0,10
CMPD_0168,GENE_0003,0.28602248430252075,0,29
CMPD_0169,GENE_0818,0.33513665199279785,25,25
CMPD_0169,GENE_0198,0.3066187798976898,25,25
CMPD_0169,GENE_0884,0.3014109134674072,25,0
CMPD_0169,GENE_1174,0.2758852243423462,25,25
CMPD_0169,GENE_0119,0.2748962640762329,25,25
CMPD_0170,GENE_1114,0.3323180377483368,4,19
CMPD_0170,GENE_0444,0.3309655785560608,4,19
CMPD_0170,GENE_0205,0.3168531656265259,4,17
CMPD_0170,GENE_0507,0.29613247513771057,4,23
CMPD_0170,GENE_0429,0.2853838801383972,4,23
CMPD_0171,GENE_0026,0.3518563210964203,22,26
CMPD_0171,GENE_1042,0.33304470777511597,22,22
CMPD_0171,GENE_1033,0.30833932757377625,22,12
CMPD_0171,GENE_0687,0.3049737811088562,22,12
CMPD_0171,GENE_0280,0.3046187460422516,22,9
CMPD_0172,GENE_0776,0.39179885387420654,29,25
CMPD_0172,GENE_0891,0.3197532892227173,29,27
CMPD_0172,GENE_1122,0.2999020516872406,29,6
CMPD_0172,GENE_0448,0.2713488042354584,29,29
CMPD_0172,GENE_0361,0.2628754675388336,29,13
CMPD_0173,GENE_0571,0.37483593821525574,25,25
CMPD_0173,GENE_0887,0.33659738302230835,25,23
CMPD_0173,GENE_0515,0.3355768024921417,25,25
CMPD_0173,GENE_0931,0.3317517042160034,25,25
CMPD_0173,GENE_0076,0.3120867908000946,25,25
CMPD_0174,GENE_0166,0.2799164950847626,12,6
CMPD_0174,GENE_0393,0.2751014530658722,12,19
CMPD_0174,GENE_0856,0.2715419828891754,12,29
CMPD_0174,GENE_0925,0.2632429003715515,12,12
CMPD_0174,GENE_1015,0.25210240483283997,12,10
CMPD_0175,GENE_1058,0.32715919613838196,9,23
CMPD_0175,GENE_0615,0.32183849811553955,9,24
CMPD_0175,GENE_0718,0.3174428641796112,9,24
CMPD_0175,GENE_0870,0.2948017120361328,9,9
CMPD_0175,GENE_1151,0.2920186221599579,9,9
CMPD_0176,GENE_0571,0.3118205964565277,29,25
CMPD_0176,GENE_0541,0.2977012097835541,29,29
CMPD_0176,GENE_0130,0.2905823886394501,29,17
CMPD_0176,GENE_0525,0.2730826735496521,29,28
CMPD_0176,GENE_1045,0.2614908516407013,29,4
CMPD_0177,GENE_0822,0.318196177482605,12,22
CMPD_0177,GENE_0633,0.3120006322860718,12,4
CMPD_0177,GENE_0054,0.29822736978530884,12,19
CMPD_0177,GENE_0173,0.2758869528770447,12,22
CMPD_0177,GENE_0352,0.27179792523384094,12,16
CMPD_0178,GENE_0165,0.3520251512527466,18,8
CMPD_0178,GENE_0134,0.3156126141548157,18,18
CMPD_0178,GENE_0462,0.28644460439682007,18,25
CMPD_0178,GENE_0280,0.2755911648273468,18,9
CMPD_0178,GENE_0997,0.263691782951355,18,17
CMPD_0179,GENE_0095,0.2707389295101166,14,9
CMPD_0179,GENE_0642,0.27016398310661316,14,24
CMPD_0179,GENE_0131,0.25150030851364136,14,21
CMPD_0179,GENE_0413,0.2497035712003708,14,6
CMPD_0179,GENE_0097,0.2448703646659851,14,8
CMPD_0180,GENE_0036,0.3187495470046997,16,17
CMPD_0180,GENE_1073,0.3078964650630951,16,6
CMPD_0180,GENE_0716,0.3071725070476532,16,27
CMPD_0180,GENE_0354,0.30607056617736816,16,17
CMPD_0180,GENE_0985,0.3019137382507324,16,1
CMPD_0181,GENE_0933,0.3283199071884155,9,14
CMPD_0181,GENE_0246,0.3266652226448059,9,17
CMPD_0181,GENE_0752,0.319139689207077,9,11
CMPD_0181,GENE_0038,0.3146788775920868,9,9
CMPD_0181,GENE_0876,0.3013845384120941,9,14
CMPD_0182,GENE_0805,0.3713015913963318,29,7
CMPD_0182,GENE_1126,0.3476617932319641,29,8
CMPD_0182,GENE_1035,0.33670976758003235,29,29
CMPD_0182,GENE_0615,0.33458665013313293,29,24
CMPD_0182,GENE_0055,0.3098701238632202,29,15
CMPD_0183,GENE_0978,0.312839537858963,27,23
CMPD_0183,GENE_0762,0.2981560230255127,27,28
CMPD_0183,GENE_1143,0.2953255772590637,27,24
CMPD_0183,GENE_0891,0.2894023656845093,27,27
CMPD_0183,GENE_0878,0.28778040409088135,27,24
CMPD_0184,GENE_0860,0.3131885528564453,0,1
CMPD_0184,GENE_0926,0.29529520869255066,0,0
CMPD_0184,GENE_1010,0.2866932451725006,0,16
CMPD_0184,GENE_0034,0.27207306027412415,0,10
CMPD_0184,GENE_0660,0.26734957098960876,0,0
CMPD_0185,GENE_0941,0.30702662467956543,21,21
CMPD_0185,GENE_0956,0.2822568714618683,21,0
CMPD_0185,GENE_0284,0.2799430787563324,21,26
CMPD_0185,GENE_0609,0.2753311097621918,21,2
CMPD_0185,GENE_0324,0.26518452167510986,21,23
CMPD_0186,GENE_1181,0.32553762197494507,24,24
CMPD_0186,GENE_0529,0.31818917393684387,24,24
CMPD_0186,GENE_0118,0.3153703808784485,24,24
CMPD_0186,GENE_0642,0.30889996886253357,24,24
CMPD_0186,GENE_0370,0.3053491413593292,24,24
CMPD_0187,GENE_0970,0.43748754262924194,11,6
CMPD_0187,GENE_0013,0.41711461544036865,11,0
CMPD_0187,GENE_0109,0.3886372148990631,11,27
CMPD_0187,GENE_0125,0.37772810459136963,11,11
CMPD_0187,GENE_0974,0.359426885843277,11,6
CMPD_0188,GENE_0172,0.30007126927375793,6,0
CMPD_0188,GENE_1168,0.2973201274871826,6,5
CMPD_0188,GENE_1051,0.27958300709724426,6,26
CMPD_0188,GENE_0409,0.27874433994293213,6,2
CMPD_0188,GENE_0263,0.27680426836013794,6,1
CMPD_0189,GENE_0190,0.35314199328422546,6,28
CMPD_0189,GENE_0505,0.3118351399898529,6,6
CMPD_0189,GENE_1127,0.3099064826965332,6,6
CMPD_0189,GENE_0897,0.2863945960998535,6,22
CMPD_0189,GENE_0578,0.2742069661617279,6,15
CMPD_0190,GENE_0219,0.31936413049697876,21,24
CMPD_0190,GENE_0434,0.3054512143135071,21,7
CMPD_0190,GENE_1142,0.2868133783340454,21,25
CMPD_0190,GENE_0001,0.2761414647102356,21,24
CMPD_0190,GENE_0855,0.2724749445915222,21,25
CMPD_0191,GENE_0800,0.3105171322822571,22,1
CMPD_0191,GENE_1140,0.29972130060195923,22,29
CMPD_0191,GENE_0548,0.29947805404663086,22,19
CMPD_0191,GENE_0264,0.29083332419395447,22,19
CMPD_0191,GENE_0132,0.2842654585838318,22,26
CMPD_0192,GENE_0605,0.32788923382759094,21,25
CMPD_0192,GENE_0599,0.327578604221344,21,25
CMPD_0192,GENE_0391,0.2949003279209137,21,25
CMPD_0192,GENE_0525,0.2696647346019745,21,28
CMPD_0192,GENE_0434,0.2584306001663208,21,7
CMPD_0193,GENE_0924,0.35881659388542175,28,28
CMPD_0193,GENE_0712,0.3043641746044159,28,22
CMPD_0193,GENE_1073,0.2946191132068634,28,6
CMPD_0193,GENE_0710,0.2808055877685547,28,13
CMPD_0193,GENE_0448,0.25521308183670044,28,29
CMPD_0194,GENE_0795,0.33365342020988464,3,13
CMPD_0194,GENE_0014,0.3280837833881378,3,29
CMPD_0194,GENE_0922,0.319343239068985,3,23
CMPD_0194,GENE_0026,0.29947739839553833,3,26
CMPD_0194,GENE_0214,0.2836468815803528,3,8
CMPD_0195,GENE_0220,0.35605594515800476,25,22
CMPD_0195,GENE_0058,0.33793678879737854,25,25
CMPD_0195,GENE_0689,0.33445772528648376,25,25
CMPD_0195,GENE_0447,0.3075304925441742,25,16
CMPD_0195,GENE_0379,0.30700910091400146,25,25
CMPD_0196,GENE_1027,0.36339959502220154,9,9
CMPD_0196,GENE_0096,0.2828960120677948,9,9
CMPD_0196,GENE_0449,0.27794787287712097,9,21
CMPD_0196,GENE_0235,0.2738666534423828,9,28
CMPD_0196,GENE_0941,0.27066662907600403,9,21
CMPD_0197,GENE_0049,0.338116854429245,5,5
CMPD_0197,GENE_0413,0.310154527425766,5,6
CMPD_0197,GENE_0871,0.2726987898349762,5,23
CMPD_0197,GENE_1126,0.26849088072776794,5,8
CMPD_0197,GENE_0276,0.2537006139755249,5,11
CMPD_0198,GENE_1032,0.312916100025177,5,24
CMPD_0198,GENE_0120,0.29219263792037964,5,21
CMPD_0198,GENE_0268,0.28321653604507446,5,7
CMPD_0198,GENE_0280,0.27894535660743713,5,9
CMPD_0198,GENE_0987,0.2756241261959076,5,10
CMPD_0199,GENE_0489,0.3091594874858856,6,15
CMPD_0199,GENE_0660,0.25717341899871826,6,0
