entity_id,cluster,module,integrated_score,cmd_prob,phenotype_strength,cross_modal_concordance,compound_support,compound_support_count,graph_centrality,is_cmd_true_target
GENE_0616,24,6,0.36935805550953654,0.0,9.434391,0.21465765,0.6615773439407349,2,33.0,0
GENE_1059,20,5,0.36916335095167474,0.0,10.213253,-0.07362919,0.959775984287262,3,26.0,0
GENE_0047,20,5,0.3677896449332832,0.0,9.680521,0.3325848,0.34192368388175964,1,37.0,0
GENE_0968,17,4,0.36756334459196555,0.0,10.031619,0.2466796,0.4123391807079315,1,31.0,0
GENE_0752,11,7,0.3661087241190272,0.0,9.667653,0.048547283,0.9420807361602783,3,27.0,0
GENE_0459,6,7,0.36542822854740176,0.0,10.33261,0.045356542,0.6630354225635529,2,28.0,0
GENE_0627,15,6,0.36438147532272436,0.0,10.256575,0.052207153,0.7408201992511749,2,25.0,0
GENE_0048,23,1,0.36435984662569315,0.05555555555555555,10.315649,-0.16782355,0.6858353912830353,2,27.0,0
GENE_0141,19,0,0.36350401914272906,0.0,10.265222,0.112981506,0.6590597629547119,2,24.0,0
GENE_0036,17,4,0.3620595068064968,0.0,9.871121,0.06207595,0.7110257744789124,2,32.0,0
GENE_0186,23,1,0.361791482166976,0.0,9.46031,0.22965963,0.7367509603500366,2,26.0,0
GENE_0922,23,1,0.36158787196986975,0.013888888888888888,10.026582,0.08510324,0.6582908928394318,2,26.0,0
GENE_1012,10,2,0.3612989248016572,0.0,10.9847145,0.01364696,0.30621466040611267,1,34.0,0
GENE_1161,6,7,0.36113437116045394,0.0,9.757,-0.13604698,0.9521297216415405,3,37.0,0
GENE_0534,24,6,0.3603249446408129,0.0,10.942328,-0.08245647,0.7052028179168701,2,23.0,0
GENE_0097,8,5,0.3602746554410557,0.0,10.069736,0.34833354,0.4291837215423584,1,24.0,0
GENE_0781,17,4,0.3602251180164707,0.0,10.892201,0.03650869,0.3003993332386017,1,34.0,0
GENE_0902,5,0,0.3600339437735158,0.0,10.377366,0.38860178,0.3081898093223572,1,24.0,0
GENE_0727,24,6,0.3596646407611602,0.0,9.546231,0.050366446,0.6694206893444061,2,40.0,0
GENE_0999,13,7,0.3594506904463611,0.0,10.017101,-0.2381495,1.3421778082847595,4,29.0,0
GENE_0742,10,2,0.3584943487251098,0.0,8.684862,-0.008195132,1.0678535401821136,3,41.0,0
GENE_0445,9,4,0.35848987382850916,0.0,9.104573,-0.071883455,0.9826241433620453,3,44.0,0
GENE_0316,11,7,0.35842476401283707,0.0,9.816317,-0.015567593,0.6821633577346802,2,39.0,0
GENE_0860,1,0,0.35775098365888536,0.0,10.053804,0.350582,0.3131885528564453,1,29.0,0
GENE_0064,9,4,0.3576987792189553,0.0,10.650633,-0.08558293,0.6575651466846466,2,30.0,0
GENE_0046,22,7,0.35704694821721494,0.0,8.85961,0.24739,0.9807957708835602,3,23.0,0
GENE_0533,26,0,0.3570130397596426,0.0,9.610419,0.32658687,0.632704883813858,2,22.0,0
GENE_0907,13,7,0.35596573384689234,0.0,11.445099,-0.07284886,0.4132266640663147,1,33.0,0
GENE_0494,17,4,0.355742723439055,0.0,8.789897,0.014007196,1.063229262828827,3,37.0,0
GENE_1155,10,2,0.3556384119802055,0.0,10.775455,-0.05054611,0.6506533324718475,2,25.0,0
GENE_0660,0,7,0.3553541736006859,0.0,11.097825,-0.17382029,0.6109523177146912,2,31.0,0
GENE_0106,8,5,0.355298923298455,0.0,9.882594,0.06932722,0.6788504719734192,2,31.0,0
GENE_0773,13,7,0.3547195995077305,0.0,9.448868,0.04282906,1.3928095996379852,4,20.0,0
GENE_0537,8,5,0.35449741126623396,0.0,9.933891,0.26600695,0.30351677536964417,1,33.0,0
GENE_0129,19,0,0.35434957270425516,0.0,9.200207,0.36349654,0.34521815180778503,1,46.0,0
GENE_0063,25,3,0.3540398664165497,0.037037037037037035,9.875338,0.2702071,0.35446274280548096,1,21.0,0
GENE_0447,16,3,0.35402992960121427,0.05092592592592592,9.282065,0.20159987,0.652449369430542,2,19.0,0
GENE_0704,10,2,0.35391326431318226,0.0,11.318411,-0.16006084,0.34369924664497375,1,45.0,0
GENE_0269,25,3,0.35388897848506606,0.030303030303030304,10.218719,0.16224447,0.3212943375110626,1,26.0,0
GENE_0856,29,0,0.3533908310409644,0.0,10.550866,0.04334723,0.6649061441421509,2,21.0,0
GENE_0954,1,0,0.3529019207582811,0.0,9.292738,0.1590685,0.6679911911487579,2,35.0,0
GENE_1173,4,1,0.35252245290558104,0.16203703703703703,10.184883,-0.19331345,0.3096816837787628,1,14.0,0
GENE_0767,17,4,0.35210961764282767,0.0,9.847629,0.20454797,0.31178078055381775,1,38.0,0
GENE_0890,13,7,0.35205331961739983,0.0,9.614938,0.006777048,0.7113435566425323,2,38.0,0
GENE_0967,10,2,0.3516381234979429,0.0,9.268878,0.049026717,0.6910931468009949,2,45.0,0
GENE_0305,15,2,0.3512329070777934,0.0,10.238304,0.1891419,0.6326847076416016,2,17.0,0
GENE_1008,7,2,0.35094817037863646,0.0,9.420356,0.16251004,0.7100170850753784,2,30.0,0
GENE_0977,10,2,0.34930977030556215,0.0,11.189659,-0.032632027,0.37773776054382324,1,30.0,0
GENE_0670,4,3,0.34896014841757117,0.0,10.745519,0.20754293,0.30745768547058105,1,21.0,0
GENE_0217,25,3,0.34884295040092933,0.037037037037037035,10.6307335,0.0731072,0.33982089161872864,1,21.0,0
GENE_0706,8,5,0.34875153713158114,0.0,9.832901,0.22020999,0.4253683388233185,1,31.0,0
GENE_0354,17,4,0.34840854188383796,0.0,10.431978,-0.13044305,0.7173917293548584,2,32.0,0
GENE_0387,10,2,0.34800324979759867,0.0,9.763848,-0.06723915,0.8112781643867493,2,35.0,0
GENE_1196,10,2,0.3476085950665071,0.0,9.732413,-0.019796953,0.6174517273902893,2,41.0,0
GENE_0931,25,3,0.3476015148396701,0.0,9.496124,0.14095527,0.9547095596790314,3,18.0,0
GENE_0101,16,4,0.34731742545690314,0.0,10.007601,0.14001028,0.6476556360721588,2,23.0,0
GENE_1156,28,7,0.34695845767644257,0.0,9.576518,-0.07198564,1.1233254373073578,3,24.0,0
GENE_1066,20,5,0.34692308467064525,0.0,11.0842285,0.32301039,0.0,0,23.0,0
GENE_0539,14,3,0.34674529787478436,0.013888888888888888,9.112758,0.13830835,0.9119001924991608,3,23.0,0
GENE_0298,14,1,0.34654946075785664,0.030303030303030304,9.317293,0.21439451,0.6786852180957794,2,20.0,0
GENE_0750,10,2,0.346031540767889,0.0,9.173117,-0.23829994,1.09538933634758,3,44.0,0
GENE_0782,17,4,0.3458312852577085,0.0,9.415285,-0.024180818,0.9536944329738617,3,31.0,0
GENE_0936,25,3,0.345039048535559,0.125,9.314788,0.21167138,0.0,0,25.0,0
GENE_0811,10,2,0.34481368412267577,0.0,10.028009,0.02799946,0.6280534863471985,2,31.0,0
GENE_0460,24,6,0.3447532885282906,0.0,10.396705,-0.12217215,0.7192438244819641,2,31.0,0
GENE_0154,25,3,0.34438576613542005,0.037037037037037035,9.738513,0.19942887,0.31294968724250793,1,28.0,0
GENE_1048,21,4,0.34429118200385955,0.0,8.665623,0.08963136,1.4089766144752502,4,28.0,0
GENE_0307,19,0,0.34356897988573726,0.0,9.936116,0.2558912,0.386711984872818,1,27.0,0
GENE_0843,0,7,0.34334744103422604,0.0,9.683525,0.059464507,1.0070152282714844,3,17.0,0
GENE_0202,12,2,0.3432662155766243,0.0,11.079768,0.01586669,0.31112971901893616,1,28.0,0
GENE_0215,10,2,0.3432286408975243,0.0,10.711416,-0.07383779,0.6638950109481812,2,24.0,0
GENE_0998,19,0,0.3432141654215511,0.0,9.067667,-0.021518623,0.9404043853282928,3,37.0,0
GENE_0745,23,1,0.34282735313448787,0.19047619047619047,9.267317,-0.02145319,0.0,0,24.0,0
GENE_0803,20,5,0.34244742072175743,0.0,11.015479,0.037389636,0.0,0,41.0,0
GENE_0160,13,7,0.341524654205274,0.0,9.885545,0.033420563,0.6132991909980774,2,33.0,0
GENE_0175,29,0,0.3412253602591272,0.0,10.917517,0.08695335,0.32095447182655334,1,24.0,0
GENE_0315,19,0,0.34109027108870926,0.0,10.180718,0.14306813,0.34613850712776184,1,32.0,0
GENE_0451,10,2,0.34064017837837934,0.0,9.71718,0.09953283,0.6568009853363037,2,29.0,0
GENE_0666,17,4,0.3403528513564398,0.0,10.152462,-0.12075957,0.6360845863819122,2,38.0,0
GENE_0572,28,7,0.3403356869382362,0.0,11.022577,-0.11530584,0.6563108265399933,2,21.0,0
GENE_1017,19,0,0.34028512373622044,0.0,11.145282,-0.035717215,0.3102709650993347,1,31.0,0
GENE_0715,9,4,0.3399586601551152,0.0,9.513469,0.23989207,0.6422480046749115,2,23.0,0
GENE_1013,0,3,0.3398730965125048,0.013888888888888888,7.765667,0.28252295,1.0403717756271362,3,17.0,0
GENE_0069,15,5,0.3383261136148684,0.0,9.1256075,0.28259456,0.7387247383594513,2,22.0,0
GENE_0006,10,2,0.3380409846837088,0.0,10.160117,-0.12421428,0.94957435131073,3,23.0,0
GENE_0553,10,2,0.33782700421322975,0.0,10.58644,0.012232367,0.3962940275669098,1,31.0,0
GENE_1103,13,7,0.337379210287996,0.0,10.070957,0.038371224,0.31573209166526794,1,46.0,0
GENE_0498,20,5,0.3373412982629387,0.0,11.200645,-0.16829602,0.609151154756546,2,26.0,0
GENE_0739,19,0,0.33686691847372613,0.0,10.87717,-0.0895913,0.6963583827018738,2,19.0,0
GENE_0165,8,5,0.3364908966750554,0.0,9.513447,0.18939207,0.6585718095302582,2,25.0,0
GENE_0581,24,6,0.3356102715223518,0.0,10.110008,0.18589266,0.3838821053504944,1,27.0,0
GENE_0325,24,6,0.3355268130242077,0.0,9.238844,0.2905964,0.6232382953166962,2,24.0,0
GENE_1146,23,1,0.33492695063256106,0.037037037037037035,9.691899,0.266629,0.0,0,36.0,0
GENE_0835,19,0,0.3340883412433179,0.0,10.604046,-0.008447478,0.6816394031047821,2,18.0,0
GENE_1090,3,1,0.33385221712159985,0.030303030303030304,8.990502,-0.027098268,1.0690325200557709,3,22.0,0
GENE_0191,24,6,0.3334984988658784,0.0,9.08429,-0.20511243,1.6674089133739471,5,39.0,0
GENE_0605,25,3,0.33338362029144075,0.0,9.737918,0.110191956,0.6561118364334106,2,26.0,0
GENE_0548,19,0,0.3322171290869594,0.0,11.059266,-0.004443817,0.0,0,41.0,0
GENE_0585,17,4,0.33219073772285646,0.0,10.681317,0.008023828,0.31271734833717346,1,32.0,0
GENE_0117,25,3,0.33171299232336415,0.013888888888888888,9.863629,0.17598987,0.43328818678855896,1,25.0,0
GENE_0263,1,0,0.3316739468592267,0.0,10.149196,0.32312435,0.0,0,35.0,0
GENE_0914,23,1,0.3315943050512318,0.0,10.349064,-0.04236776,0.690240889787674,2,24.0,0
GENE_0164,4,0,0.33080761413988075,0.0,9.782031,0.11099125,0.6232362985610962,2,26.0,0
GENE_0700,15,3,0.3300184725160359,0.0,10.557777,-0.1030497,0.6735424101352692,2,25.0,0
GENE_0248,24,6,0.32966480289395905,0.0,9.0330105,0.001017049,1.4217847287654877,4,24.0,0
GENE_0761,15,2,0.3290441509037838,0.0,9.034395,-0.0015556663,1.1479001641273499,3,24.0,0
GENE_1053,20,5,0.328992297761405,0.0,10.993839,0.0034840927,0.30992892384529114,1,26.0,0
GENE_1106,23,1,0.3286392681085834,0.013888888888888888,10.397409,0.04150483,0.3972069323062897,1,26.0,0
GENE_0440,24,6,0.3281027259624255,0.0,9.299568,0.22512902,0.6171291172504425,2,26.0,0
GENE_0963,9,4,0.3275905154229767,0.0,9.501965,0.16164163,0.6564567387104034,2,25.0,0
GENE_0776,25,3,0.3270145611800048,0.013888888888888888,9.415977,0.33055922,0.39179885387420654,1,25.0,0
GENE_1175,1,0,0.3263163237589459,0.0,10.576374,0.17149535,0.0,0,35.0,0
GENE_0256,7,2,0.3261746709496242,0.0,9.628784,0.38836133,0.3011261820793152,1,29.0,0
GENE_1179,17,4,0.32613146395604264,0.0,10.112176,0.34622508,0.30731430649757385,1,20.0,0
GENE_1118,1,0,0.32576991736624533,0.0,9.892143,-0.030688427,0.687339574098587,2,30.0,0
GENE_1000,17,4,0.3254573592051649,0.0,9.588164,0.12617078,0.6448363959789276,2,26.0,0
GENE_0755,10,2,0.3248836330670793,0.0,11.038338,0.0751113,0.3096275329589844,1,19.0,0
GENE_0199,19,0,0.32480173110769606,0.0,10.925066,0.16222677,0.0,0,29.0,0
GENE_0340,20,5,0.3247343498678835,0.0,9.704658,-0.06442237,0.7207975685596466,2,34.0,0
GENE_0228,25,3,0.32423970212281594,0.013888888888888888,10.056589,0.2814939,0.0,0,32.0,0
GENE_0932,7,2,0.3236107691133333,0.0,10.483541,0.114293896,0.32642248272895813,1,25.0,0
GENE_0772,8,5,0.3233631218019044,0.0,9.095216,0.013329707,0.9365010261535645,3,29.0,0
GENE_0920,10,2,0.3228323360747786,0.0,10.31082,0.11879619,0.4037838876247406,1,24.0,0
GENE_1046,23,1,0.322472329654591,0.037037037037037035,9.723182,-0.046471395,0.7101205289363861,2,22.0,0
GENE_0474,15,6,0.32200717167176257,0.0,9.505591,0.027674466,0.9412725567817688,3,20.0,0
GENE_0814,10,2,0.321993964221282,0.0,10.923861,0.19387427,0.0,0,26.0,0
GENE_0512,19,0,0.32185763326841876,0.0,10.5629,0.39755887,0.0,0,25.0,0
GENE_0852,15,7,0.32170537961853674,0.0,10.342268,0.13747942,0.35599613189697266,1,24.0,0
GENE_0746,17,4,0.32033074467007366,0.0,10.201278,-0.13077343,0.6931293606758118,2,30.0,0
GENE_0933,14,4,0.3201960051425688,0.0,9.980117,0.06307364,0.6695700883865356,2,21.0,0
GENE_1083,6,1,0.31966867905267976,0.013888888888888888,9.118351,0.45516083,0.6607179045677185,2,16.0,0
GENE_0296,17,4,0.31951673983073914,0.0,11.050157,0.055713803,0.33143025636672974,1,18.0,0
GENE_0417,23,1,0.31920520346301756,0.013888888888888888,9.39455,-0.046184823,0.979436606168747,3,21.0,0
GENE_0157,0,7,0.31902206645884473,0.0,10.419731,0.13827829,0.3095482587814331,1,24.0,0
GENE_0799,1,0,0.3188501282906208,0.0,9.929114,-0.0034888238,0.6131472289562225,2,29.0,0
GENE_0637,11,7,0.31878740402779976,0.0,10.4068985,0.060392912,0.3054414391517639,1,30.0,0
GENE_1021,17,4,0.3185217767979677,0.0,10.235236,0.18432923,0.3280544579029083,1,23.0,0
GENE_0434,7,6,0.31792072137813093,0.0,9.583954,-0.2568433,1.2958513796329498,4,26.0,0
GENE_0602,8,5,0.31789737897979065,0.0,9.155909,0.18257172,0.35820502042770386,1,41.0,0
GENE_0309,18,4,0.31770715727295645,0.0,10.066016,0.06829785,0.6140106618404388,2,21.0,0
GENE_0194,25,3,0.31748933121897727,0.0925925925925926,9.132338,0.25462395,0.0,0,27.0,0
GENE_0018,19,0,0.3167970452046832,0.0,9.711463,0.009474397,0.6443809866905212,2,30.0,0
GENE_0208,8,5,0.31673022671319856,0.0,9.980433,0.0078111365,0.3259691894054413,1,40.0,0
GENE_0195,25,3,0.31666696050598936,0.0,10.343451,0.040906638,0.3918967843055725,1,28.0,0
GENE_0657,12,6,0.3166162749565503,0.0,9.871207,0.023914635,0.6666653156280518,2,25.0,0
GENE_1176,8,5,0.3164221085375456,0.0,8.516705,-0.023566928,1.0506057739257812,3,35.0,0
GENE_0975,13,7,0.31576510611368813,0.0,9.509825,-0.23091158,1.0104692578315735,3,32.0,0
GENE_0956,0,3,0.3157023240439129,0.0,9.108177,-0.09542238,1.2609714567661285,4,26.0,0
GENE_0760,19,0,0.314252504098806,0.0,10.317779,0.056425408,0.32083630561828613,1,30.0,0
GENE_0251,9,4,0.3138944972008095,0.0,10.503441,0.40621573,0.0,0,24.0,0
GENE_0319,25,3,0.31385184628857105,0.05092592592592592,9.869326,0.2179366,0.0,0,27.0,0
GENE_1079,28,7,0.31373267796065224,0.0,10.301985,-0.053893313,0.6262547969818115,2,24.0,0
GENE_0681,24,6,0.31346974654101534,0.0,9.455916,0.15774779,0.6659524738788605,2,22.0,0
GENE_0214,8,5,0.3133706959940695,0.0,9.308974,0.13630264,0.648075670003891,2,27.0,0
GENE_0429,23,1,0.31332533577344435,0.030303030303030304,11.163319,-0.06405821,0.0,0,32.0,0
GENE_0690,21,6,0.3130533429675456,0.0,10.944192,-0.032297075,0.36049479246139526,1,23.0,0
GENE_0170,8,5,0.31251921361349677,0.0,9.944785,0.1720485,0.40490782260894775,1,24.0,0
GENE_0489,15,1,0.31218588522673163,0.0,9.876383,0.15537883,0.6285408735275269,2,16.0,0
GENE_0870,9,5,0.31148497986939694,0.0,10.351148,-0.03521031,0.6732990145683289,2,19.0,0
GENE_0992,24,6,0.3113177631376905,0.0,11.076832,-0.105897374,0.32216185331344604,1,28.0,0
GENE_0290,25,3,0.3113102991736054,0.05092592592592592,10.325157,-0.0065557137,0.3108513355255127,1,20.0,0
GENE_0888,17,4,0.3110396119550437,0.0,10.169546,0.079265594,0.3463129699230194,1,29.0,0
GENE_0132,26,6,0.3110328904433669,0.0,9.30148,-0.1284034,0.9871414601802826,3,30.0,0
GENE_1006,14,1,0.3104564703781552,0.0,9.758261,0.013647445,0.6272450089454651,2,28.0,0
GENE_0190,28,1,0.3096778430989479,0.0,10.35743,0.17520753,0.35314199328422546,1,18.0,0
GENE_0468,17,4,0.3094891125167861,0.0,10.771817,0.09010681,0.0,0,33.0,0
GENE_0924,28,7,0.3092670077902375,0.0,11.76272,-0.23861615,0.35881659388542175,1,33.0,0
GENE_0210,19,0,0.3089554946762195,0.0,10.499584,-0.06288904,0.36381980776786804,1,32.0,0
GENE_0259,18,5,0.3086259595613471,0.0,8.390381,0.23878488,0.9732984602451324,3,19.0,0
GENE_0729,29,6,0.30834626987758607,0.0,9.448084,0.09186983,0.6352609395980835,2,27.0,0
GENE_0308,10,2,0.30831980934361936,0.0,10.311834,0.30190468,0.0,0,26.0,0
GENE_0384,23,1,0.3079540015205144,0.013888888888888888,9.996374,0.035177737,0.4036809802055359,1,28.0,0
GENE_1076,21,0,0.307763977691494,0.0,7.8471036,0.07071121,1.6710274517536163,5,24.0,0
GENE_0359,6,1,0.30725995152451885,0.0,9.069381,-0.08617358,0.9469478726387024,3,32.0,0
GENE_0013,0,7,0.3072015412616977,0.0,11.057337,-0.1675651,0.41711461544036865,1,27.0,0
GENE_0337,25,3,0.3068636756825254,0.0,9.671702,0.14422545,0.6956978440284729,2,15.0,0
GENE_0546,23,1,0.30684128338685696,0.0,9.81716,-0.1487237,0.9892596006393433,3,21.0,0
GENE_1127,6,0,0.30582375660743616,0.0,9.290651,0.034417324,0.9450213313102722,3,19.0,0
GENE_0030,7,3,0.3054275079689664,0.013888888888888888,9.691066,0.0325028,0.663635790348053,2,21.0,0
GENE_0874,19,0,0.3052837684376852,0.0,10.047408,-0.0006236825,0.6808878481388092,2,20.0,0
GENE_0026,26,5,0.3051733687174325,0.0,9.547741,0.030454282,0.6531531810760498,2,28.0,0
GENE_0709,6,7,0.3050220270294589,0.0,9.834983,0.103140086,0.36207523941993713,1,31.0,0
GENE_0038,9,4,0.3048895047043437,0.0,8.914412,0.15001145,0.624428004026413,2,32.0,0
GENE_1052,23,1,0.3044343715605027,0.05092592592592592,9.910732,0.2014482,0.0,0,25.0,0
GENE_0238,25,3,0.3041526936038425,0.0,9.621501,0.3402333,0.3098841607570648,1,23.0,0
GENE_0368,8,5,0.3038195537915133,0.0,9.350983,-0.064462975,0.6977290213108063,2,36.0,0
GENE_1120,13,7,0.3038133612813114,0.0,10.628634,-0.040866286,0.40151897072792053,1,25.0,0
GENE_0600,22,4,0.3031572344827293,0.0,8.643084,0.12649505,0.9514380991458893,3,23.0,0
GENE_0606,6,7,0.30301721831306766,0.0,9.658285,0.25475365,0.3335810899734497,1,24.0,0
GENE_0288,15,3,0.30225402492968406,0.0,10.062629,0.1346124,0.31677550077438354,1,26.0,0
GENE_0142,9,4,0.3021954452028448,0.0,9.821588,0.089505486,0.3943408727645874,1,30.0,0
GENE_0651,1,0,0.3020620700453881,0.0,10.622796,-0.038426258,0.3037230372428894,1,29.0,0
GENE_0743,23,1,0.30205322637539433,0.030303030303030304,10.359247,-0.04199089,0.31658607721328735,1,25.0,0
GENE_0949,10,2,0.30200448704651467,0.0,9.780066,0.32046342,0.30095958709716797,1,20.0,0
GENE_0800,1,0,0.301652516816583,0.0,10.388093,-0.10650041,0.6504160463809967,2,22.0,0
GENE_0991,12,1,0.3015103487340903,0.0,9.7046795,0.11386409,0.6138867139816284,2,20.0,0
GENE_1033,12,1,0.3014606216271538,0.0,9.219488,0.18711236,0.6229100227355957,2,23.0,0
GENE_0163,23,1,0.3013008024269427,0.013888888888888888,10.385029,0.11747727,0.0,0,32.0,0
GENE_0391,25,3,0.3012781656805759,0.0,10.074105,0.11417414,0.3172001540660858,1,27.0,0
GENE_0927,17,4,0.3009553274127898,0.0,9.081088,0.20744574,0.6204859614372253,2,24.0,0
GENE_0603,10,2,0.3002057274075429,0.0,9.89416,0.029674742,0.6645683944225311,2,20.0,0
GENE_0797,6,4,0.29985420110418953,0.0,10.242957,0.20175849,0.30094969272613525,1,18.0,0
GENE_0716,27,6,0.2997366104465692,0.0,9.0749855,-0.031032134,1.0538856089115143,3,21.0,0
GENE_1160,14,0,0.2997186095948908,0.00043170559810502064,9.395661,0.11162431,0.7465246319770813,2,19.0,0
GENE_0247,17,4,0.2996701932846756,0.0,9.853629,0.44111612,0.0,0,32.0,0
GENE_0674,25,3,0.2995238160420535,0.0,10.190523,0.02258259,0.31893783807754517,1,31.0,0
GENE_0362,14,0,0.29866458898870973,0.0,11.063595,-0.04362655,0.32650354504585266,1,20.0,0
GENE_0115,10,2,0.2984023262764378,0.0,9.68548,0.087261766,0.6023052334785461,2,22.0,0
GENE_0435,11,2,0.2978914107734205,0.0,9.215193,0.18501669,0.6078112423419952,2,23.0,0
GENE_0517,10,2,0.297753370146396,0.0,9.988272,-0.047519345,0.6269349455833435,2,25.0,0
GENE_0640,8,5,0.29741692142162496,0.0,9.999868,0.10230048,0.34295856952667236,1,27.0,0
GENE_1108,9,4,0.2970676418592498,0.0,10.233072,0.1548259,0.40576761960983276,1,13.0,0
GENE_0994,1,0,0.2969094839626832,0.0,9.095451,0.07766759,0.6439706683158875,2,31.0,0
GENE_0598,9,4,0.2967441627784294,0.0,9.211847,0.25188282,0.303637832403183,1,32.0,0
GENE_0910,22,7,0.2965905396743322,0.0,8.997382,-0.04365935,1.0213394463062286,3,24.0,0
GENE_0408,29,2,0.2964979374878592,0.0,10.329417,0.018963777,0.33999794721603394,1,27.0,0
GENE_0273,27,1,0.2964977580110482,0.037037037037037035,8.39018,0.33875296,0.6570973694324493,2,16.0,0
GENE_0950,9,4,0.29563648319038044,0.0,9.132522,0.10513988,0.6442367136478424,2,28.0,0
GENE_0721,11,7,0.29555767010639034,0.0,10.053796,0.034107566,0.3102036416530609,1,32.0,0
GENE_0114,29,6,0.2954666889804223,0.0,9.143162,0.009107683,0.9838013052940369,3,19.0,0
GENE_0556,23,1,0.2952248045928198,0.013888888888888888,10.387817,-0.01777156,0.305982768535614,1,26.0,0
GENE_0431,19,0,0.29481443831344983,0.0,9.139419,-0.1779111,1.0581236481666565,3,29.0,0
GENE_0041,24,6,0.29479727842238934,0.0,9.534391,0.08475331,0.6231377720832825,2,23.0,0
GENE_0762,28,2,0.294690062346579,0.0,10.776753,-0.0048836917,0.30118969082832336,1,22.0,0
GENE_0010,10,2,0.29467145573289394,0.0,10.124989,-0.0027304515,0.3567686975002289,1,31.0,0
GENE_0679,15,6,0.29432168745307574,0.0,9.703613,0.017109077,0.6172662675380707,2,25.0,0
GENE_0310,25,3,0.2942134962421616,0.013888888888888888,9.225811,0.070721075,0.6785998344421387,2,23.0,0
GENE_0726,24,6,0.2938765269398566,0.0,9.134222,-0.03260875,0.6331446170806885,2,38.0,0
GENE_1071,10,2,0.29328294623420703,0.0,9.807918,-0.1514785,0.683373361825943,2,32.0,0
GENE_0318,18,3,0.2931000387426047,0.0,10.933812,0.101465404,0.0,0,25.0,0
GENE_0397,17,4,0.2930657710774355,0.0,10.299476,-0.07077208,0.3863300085067749,1,31.0,0
GENE_0017,20,5,0.2925564529632192,0.0,8.97474,0.19024307,0.3607405722141266,1,37.0,0
GENE_0052,24,6,0.2924912790491558,0.0,10.754373,-0.15964982,0.6044611930847168,2,19.0,0
GENE_0034,10,2,0.2924341576584354,0.0,11.892502,-0.13783237,0.417275607585907,1,21.0,0
GENE_0126,22,2,0.29209469760982915,0.0,8.37208,0.27332145,0.7184019982814789,2,24.0,0
GENE_0733,5,2,0.29189556975408093,0.0,9.655439,-0.3243809,0.9493856728076935,3,26.0,0
GENE_0655,4,3,0.2918651671705439,0.0,10.012909,-0.021600798,0.6517505049705505,2,20.0,0
GENE_1019,29,2,0.2917944583313149,0.0,8.662679,0.07590925,0.980731338262558,3,22.0,0
GENE_0402,1,0,0.2916140316528535,0.0,9.2844305,0.0880135,0.6109585464000702,2,27.0,0
GENE_0943,17,4,0.29133284560595535,0.0,10.4991665,-0.15665066,0.3900712728500366,1,33.0,0
GENE_0005,5,6,0.29121562801690676,0.0,10.105081,-0.05093755,0.6365449130535126,2,21.0,0
GENE_0014,29,0,0.2910094332046394,0.0,9.854899,0.18008268,0.3280837833881378,1,23.0,0
GENE_0406,27,5,0.29090821565808234,0.0,8.490235,0.23388469,0.6660716533660889,2,28.0,0
GENE_0363,23,1,0.29065842253087415,0.05092592592592592,10.101969,-0.09300107,0.3088688552379608,1,25.0,0
GENE_0573,0,5,0.2905761820023911,0.0,10.329141,0.10482955,0.3021394610404968,1,21.0,0
GENE_0074,20,5,0.2904912545121927,0.0,10.426962,0.25953642,0.0,0,22.0,0
GENE_0678,20,5,0.289914759304328,0.0,10.779341,0.11462216,0.0,0,26.0,0
GENE_0302,23,1,0.2892574479122681,0.10888061238313207,9.029118,0.11652982,0.0,0,27.0,0
GENE_0884,0,3,0.2891740043756916,0.0,9.702872,0.02992908,0.6549986600875854,2,21.0,0
GENE_0081,20,5,0.28917002322625857,0.0,10.098244,-0.11272448,0.31390953063964844,1,40.0,0
GENE_0633,4,5,0.28878618128005984,0.0,9.758003,-0.2154217,0.9784449636936188,3,22.0,0
GENE_0848,27,5,0.28870580365175197,0.0,9.836888,0.0630784,0.3107558786869049,1,32.0,0
GENE_1150,21,5,0.28863105160740815,0.0,9.885671,0.12982261,0.31657201051712036,1,26.0,0
GENE_0661,26,6,0.28828795172318855,0.0,9.448521,-0.05313565,0.6412496268749237,2,32.0,0
GENE_0631,15,1,0.2880236839911651,0.0,9.159842,0.0033508968,0.92291060090065,3,20.0,0
GENE_0065,13,7,0.2877898929072136,0.0,10.3350525,-0.039576784,0.4020756185054779,1,26.0,0
GENE_0125,11,7,0.28710018353380184,0.0,10.264207,-0.20221233,0.37772810459136963,1,40.0,0
GENE_0127,23,1,0.2866950537432636,0.013888888888888888,8.960628,0.2639032,0.3076806366443634,1,29.0,0
GENE_0390,24,6,0.2866515960280915,0.0,9.399645,-0.009710792,0.3671034872531891,1,42.0,0
GENE_0152,5,4,0.2860916130067269,0.0,8.461575,-0.054797485,1.232745736837387,4,27.0,0
GENE_0985,1,0,0.2851212048181415,0.0,10.227832,-0.08402024,0.6711363196372986,2,18.0,0
GENE_0529,24,6,0.2850621695037835,0.0,9.096279,-0.20016962,1.0117380023002625,3,31.0,0
GENE_0590,0,7,0.2849250540132696,0.0,8.920104,0.19355679,0.6579891443252563,2,22.0,0
GENE_0158,14,6,0.2847093443670692,0.0,8.607857,0.26853615,0.7041276693344116,2,20.0,0
GENE_0809,13,7,0.28403211048092625,0.0,10.796896,-0.09207559,0.305080771446228,1,25.0,0
